song,artist,popularity,release_year,danceability,energy,loudness,tempo,key
Amazing,George Michael,57,2004,0.805,0.754,-6.825,128.429,10
One Minute Man (feat. Ludacris),Missy Elliott,57,2001,0.622,0.669,-8.419,93.839,9
Juicy,Doja Cat,57,2019,0.786,0.658,-2.61,170.037,0
How Come,D12,57,2004,0.745,0.858,-2.221,89.983,9
Outta My System (feat. T-Pain & Johntá Austin),Bow Wow,57,2006,0.772,0.59,-6.957,83.998,6
Ice Box,Omarion,57,2006,0.775,0.731,-5.446,131.105,8
A Moment Like This,Leona Lewis,57,2007,0.261,0.562,-3.667,70.543,8
Damaged,Danity Kane,57,2008,0.774,0.653,-5.158,120.01,8
Wavin' Flag,K'NAAN,57,2009,0.625,0.699,-6.416,75.974,0
Somebody That I Used To Know,Gotye,57,2011,0.863,0.527,-6.896,129.054,0
Hands Clean,Alanis Morissette,57,2002,0.513,0.82,-5.428,99.952,7
Into the Night (feat. Chad Kroeger),Santana,57,2007,0.595,0.844,-4.678,127.981,7
Play,Jennifer Lopez,57,2001,0.775,0.729,-4.229,104.719,1
Sorry Seems To Be The Hardest Word,Blue,57,2004,0.564,0.6,-6.814,78.955,7
With You,Jessica Simpson,57,2003,0.553,0.756,-4.583,94.487,0
Omen,The Prodigy,57,2009,0.545,0.953,-5.172,140.002,7
She Wants To Move,N.E.R.D,57,2004,0.766,0.851,-4.831,115.012,5
London Bridge,Fergie,57,2006,0.769,0.609,-5.894,90.951,1
On the Hotline - Amended Version,Pretty Ricky,57,2007,0.704,0.854,-5.477,92.988,10
Do It Like A Dude,Jessie J,57,2011,0.663,0.843,-3.672,140.036,2
Beep,The Pussycat Dolls,57,2005,0.938,0.735,-6.382,103.7,7
It's Over Now,112,57,2001,0.66,0.71,-4.541,97.988,1
From Paris to Berlin,Infernal,57,2004,0.741,0.869,-6.534,126.069,9
Hole In The Head,Sugababes,57,2003,0.785,0.933,-4.629,125.011,6
Stutter (feat. Mystikal) - Double Take Remix,Joe,57,2000,0.767,0.759,-6.516,89.989,6
LoveStoned / I Think She Knows (Interlude),Justin Timberlake,57,2006,0.859,0.681,-6.247,121.243,1
Millionaire,Kelis,57,2003,0.68,0.847,-6.636,176.051,11
My Place,Nelly,57,2004,0.6,0.641,-4.237,163.153,1
Alarm,Anne-Marie,57,2016,0.756,0.589,-5.093,146.928,0
The Flood,Take That,57,2010,0.514,0.83,-6.077,100.631,11
Give It 2 Me,Madonna,57,2008,0.837,0.954,-3.512,127.019,8
"Wanksta - From ""8 Mile"" Soundtrack",50 Cent,57,2003,0.802,0.863,-3.552,81.008,1
Harlem Shake,Baauer,57,2013,0.452,0.794,-5.151,137.825,0
Wait (The Whisper Song),Ying Yang Twins,57,2005,0.933,0.513,-13.203,102.017,7
Stand Up,Ludacris,57,2003,0.751,0.84,-4.855,99.057,6
Options,NSG,57,2020,0.836,0.621,-4.684,101.993,1
Cruise,Florida Georgia Line,57,2012,0.457,0.948,-3.364,148.0,10
Written in the Stars (feat. Eric Turner),Tinie Tempah,57,2010,0.656,0.931,-4.188,91.881,7
Bad Boys (feat. Flo Rida),Alexandra Burke,57,2009,0.67,0.866,-3.684,140.029,1
Gossip Folks (feat. Ludacris),Missy Elliott,57,2002,0.707,0.538,-5.264,121.732,0
I Would Like,Zara Larsson,57,2017,0.486,0.713,-3.949,121.028,2
Knock You Down,Keri Hilson,57,2009,0.588,0.877,-4.78,155.165,8
Music (feat. Marvin Gaye),Erick Sermon,57,2001,0.897,0.466,-9.053,100.01,10
Shake Ya Ass,Mystikal,57,2000,0.914,0.607,-5.658,98.054,7
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,57,2016,0.807,0.887,-3.892,160.517,1
Love Today,MIKA,57,2006,0.673,0.913,-4.981,124.484,4
Say Yes,Floetry,57,2002,0.747,0.398,-12.932,117.901,5
Make Luv,Room 5,57,2003,0.883,0.887,-4.92,124.814,1
Until The End Of Time,2Pac,57,2001,0.757,0.706,-6.665,96.976,8
Hey Porsche,Nelly,57,2013,0.726,0.795,-4.653,115.995,9
On A Roll,Ashley O,57,2019,0.736,0.81,-6.354,125.011,5
Ciao Adios,Anne-Marie,57,2017,0.698,0.882,-3.078,106.083,4
Beautiful Monster,Ne-Yo,57,2010,0.708,0.771,-6.99,128.013,5
Throw Some D's,Rich Boy,57,2007,0.697,0.86,-5.181,160.895,11
Acceptable in the 80's,Calvin Harris,57,2007,0.787,0.808,-5.454,127.99,7
Propane Nightmares,Pendulum,57,2008,0.356,0.966,-4.13,173.992,7
Mandy,Westlife,57,2003,0.447,0.636,-5.08,105.678,5
Whataya Want from Me,Adam Lambert,57,2009,0.438,0.672,-4.706,185.934,11
Battlefield,Jordin Sparks,57,2009,0.613,0.634,-3.472,144.953,2
Only U - No Intro,Ashanti,56,2004,0.601,0.621,-5.576,94.547,6
Promise,Ciara,56,2006,0.697,0.629,-5.757,123.279,9
Shut Up,Black Eyed Peas,56,2003,0.81,0.714,-3.966,112.968,2
Dragostea Din Tei,O-Zone,56,2004,0.809,0.965,-3.947,130.103,0
Sometimes You Can't Make It On Your Own,U2,56,2004,0.53,0.597,-5.652,96.0,2
Sensual Seduction,Snoop Dogg,56,2007,0.756,0.829,-3.973,120.163,11
Heard It All Before,Sunshine Anderson,56,2001,0.697,0.925,-4.209,96.951,3
"Steady, As She Goes",The Raconteurs,56,2006,0.525,0.578,-4.563,123.696,9
Don't Love You No More (I'm Sorry),Craig David,56,2005,0.636,0.558,-7.076,100.113,7
Excuse Me Miss,JAY-Z,56,2002,0.714,0.862,-5.531,92.849,6
Answerphone (feat. Yxng Bane),Banx & Ranx,56,2018,0.671,0.834,-3.928,113.021,1
Freek-A-Leek,Petey Pablo,56,2003,0.737,0.697,-3.716,104.917,2
Escape,Enrique Iglesias,56,2001,0.776,0.844,-5.305,125.972,11
"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",Wyclef Jean,56,2007,0.733,0.744,-3.51,92.515,1
Chain Hang Low,Jibbs,56,2006,0.792,0.589,-6.869,157.147,4
One Step At a Time,Jordin Sparks,56,2007,0.766,0.692,-4.672,102.028,1
Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,56,2018,0.747,0.641,-4.502,100.028,1
Here Is Gone,The Goo Goo Dolls,56,2002,0.338,0.685,-5.178,102.192,1
Already Gone,Kelly Clarkson,56,2009,0.209,0.872,-2.996,78.139,9
Read Your Mind,Avant,56,2003,0.755,0.381,-6.696,73.108,8
Headsprung,LL Cool J,56,2004,0.718,0.786,-5.76,99.916,0
Lonely No More,Rob Thomas,56,2005,0.551,0.896,-3.152,171.79,9
Sweet About Me,Gabriella Cilmi,56,2008,0.671,0.701,-5.035,131.977,6
Promise,Jagged Edge,56,2000,0.751,0.568,-5.431,128.002,5
Pieces Of Me,Ashlee Simpson,56,2004,0.505,0.799,-4.286,174.001,2
Find Your Love,Drake,56,2010,0.625,0.613,-6.005,96.033,6
Another Way to Die,Jack White,56,2007,0.486,0.765,-4.23,141.933,4
It's Not My Time,3 Doors Down,56,2008,0.529,0.934,-4.808,127.962,0
Gotta Get Thru This - D'N'D Radio Edit,Daniel Bedingfield,56,2002,0.838,0.764,-5.076,133.592,7
Sure Be Cool If You Did,Blake Shelton,56,2013,0.576,0.726,-4.625,136.802,11
Talk Dirty (feat. 2 Chainz),Jason Derulo,56,2013,0.76,0.652,-7.321,100.315,6
Sunshine (feat. Anthony Hamilton),Twista,56,2004,0.926,0.888,-5.337,98.523,11
No More (Baby I'ma Do Right),3LW,56,2000,0.721,0.723,-7.08,88.933,2
Heaven Is a Halfpipe (If I Die),OPM,56,2000,0.743,0.894,-6.886,95.9,8
He Can't Love U,Jagged Edge,55,2000,0.721,0.836,-3.972,126.279,8
Spinning Around,Kylie Minogue,55,2000,0.761,0.662,-7.645,120.043,6
Love at First Sight,Kylie Minogue,55,2001,0.603,0.774,-6.066,124.994,3
Green Light (feat. André 3000),John Legend,55,2008,0.622,0.882,-5.59,77.506,9
What's It Gonna Be (feat. Platnum),"H ""two"" O",55,2008,0.733,0.9,-4.758,139.61,9
There You Go,P!nk,55,2000,0.822,0.847,-6.729,107.908,10
Girl,Destiny's Child,55,2004,0.567,0.747,-6.019,89.036,6
Baby,Ashanti,55,2002,0.567,0.58,-5.757,157.596,4
You Belong With Me,Taylor Swift,55,2008,0.687,0.771,-4.424,129.964,6
Shine,Years & Years,55,2015,0.667,0.716,-5.21,108.002,1
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,55,2014,0.733,0.676,-5.655,97.448,10
You Don't Own Me (feat. G-Eazy),SAYGRACE,55,2015,0.336,0.664,-5.68,186.394,7
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Alicia Keys,55,2003,0.663,0.465,-9.711,127.932,8
Blurred Lines,Robin Thicke,55,2013,0.861,0.504,-7.707,120.0,7
My Way (feat. Monty),Fetty Wap,55,2015,0.748,0.741,-3.103,128.077,6
Shut Up and Let Me Go,The Ting Tings,55,2007,0.852,0.927,-4.497,107.993,7
Come to Me (feat. Nicole Scherzinger),Diddy,55,2006,0.819,0.485,-6.45,96.998,6
Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,Busta Rhymes,55,2001,0.697,0.793,-4.699,89.767,6
Freestyler,Bomfunk MC's,55,2000,0.822,0.922,-5.798,163.826,11
Missing You,Case,55,2001,0.612,0.579,-6.417,86.31,1
The Closest Thing to Crazy,Katie Melua,55,2003,0.562,0.219,-13.2,127.831,4
Soul Survivor,Jeezy,55,2005,0.684,0.493,-7.728,84.03,10
Don't Think I'm Not,Kandi,55,2000,0.859,0.622,-8.196,134.007,11
Put That Woman First,Jaheim,55,2002,0.649,0.536,-8.804,78.935,5
The Girl Is Mine,99 Souls,55,2016,0.683,0.943,-3.6,118.991,9
I'm Not Alone - Radio Edit,Calvin Harris,55,2009,0.597,0.684,-6.614,130.99,7
Gold,Kiiara,55,2015,0.6,0.412,-9.343,113.049,8
Leave Right Now,Will Young,55,2003,0.641,0.445,-8.674,81.931,6
I Like It,Sammie,55,2000,0.826,0.656,-8.529,129.963,9
Separated,Avant,55,2000,0.798,0.48,-5.564,108.241,0
Louder (feat. Sian Evans) - Radio Edit,DJ Fresh,55,2012,0.31,0.926,-1.131,139.85,6
Hard,Rihanna,55,2009,0.31,0.746,-3.599,182.032,1
Bad Vibe,M.O,54,2018,0.813,0.701,-4.428,110.009,10
Say Aah (feat. Fabolous),Trey Songz,54,2009,0.724,0.87,-3.614,93.01,1
"Mama Do (Uh Oh, Uh Oh)",Pixie Lott,54,2009,0.451,0.873,-4.711,119.918,3
Stole,Kelly Rowland,54,2002,0.649,0.718,-4.984,79.993,7
Bent,Matchbox Twenty,54,2000,0.518,0.83,-6.814,95.468,6
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz,54,2003,0.772,0.724,-5.799,84.038,6
Tattoo,Jordin Sparks,54,2007,0.566,0.766,-5.036,168.005,2
Lost Without You,Delta Goodrem,54,2003,0.581,0.747,-6.682,146.301,7
Bag Lady,Erykah Badu,54,2000,0.724,0.416,-8.964,151.181,5
Starry Eyed,Ellie Goulding,54,2010,0.504,0.814,-5.346,149.967,5
Do You Really Like It? - Radio Edit,DJ Pied Piper & The Masters Of Ceremonies,54,2001,0.847,0.877,-5.424,131.044,2
Not Fair,Lily Allen,54,2009,0.719,0.861,-6.982,121.491,5
Stronger,Kanye West,54,2007,0.617,0.717,-7.858,103.992,10
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,54,2010,0.736,0.929,-5.89,125.03,7
Southern Hospitality (Featuring Pharrell),Ludacris,54,2000,0.623,0.896,-4.719,95.158,0
Best I Ever Had,Drake,54,2010,0.431,0.894,-2.673,162.161,5
The Time Is Now,Moloko,54,2000,0.682,0.743,-10.644,127.962,9
Cookie Jar (feat. The-Dream),Gym Class Heroes,54,2008,0.687,0.668,-4.061,113.053,5
Signs,Snoop Dogg,54,2004,0.94,0.713,-5.308,112.955,7
Bad Blood,Taylor Swift,54,2014,0.646,0.794,-6.104,170.216,7
White Noise,Disclosure,54,2013,0.665,0.844,-6.164,119.978,10
Cold as Ice,M.O.P.,54,2000,0.656,0.88,-5.425,85.565,11
What Took You So Long?,Emma Bunton,54,2001,0.668,0.772,-5.4,118.011,9
Rapture (feat.Nadia Ali),iio,54,2006,0.661,0.855,-8.403,123.943,8
Touch Me (Radio Edit) [feat. Cassandra],Rui Da Silva,54,2001,0.464,0.922,-8.399,129.078,0
I Like The Way - Radio Edit,Bodyrockers,54,2005,0.642,0.851,-3.638,127.988,6
Born to Try,Delta Goodrem,54,2003,0.542,0.589,-6.813,133.838,8
Kiss Kiss,Holly Valance,54,2002,0.705,0.717,-4.944,97.036,4
Black & Gold - Radio Edit,Sam Sparro,53,2008,0.383,0.703,-5.65,135.968,4
Die Another Day,Madonna,53,2003,0.792,0.797,-5.166,123.993,0
I Love You,Faith Evans,53,2001,0.489,0.757,-4.062,168.004,11
Caught in the Middle,A1,53,2001,0.519,0.874,-5.122,96.072,5
Pass Out,Tinie Tempah,53,2010,0.693,0.891,-3.261,91.1,1
Let's Get It Started - Spike Mix,Black Eyed Peas,53,2004,0.785,0.799,-2.208,104.923,11
I'm Gonna Be Alright (feat. Nas),Jennifer Lopez,53,2002,0.718,0.69,-4.382,93.401,10
Beautiful People,Chris Brown,53,2019,0.415,0.775,-6.366,127.898,5
My Prerogative,Britney Spears,53,2004,0.749,0.938,-4.423,111.014,10
Don't Tell Me,Madonna,53,2000,0.699,0.618,-7.338,99.965,7
It's the Way You Make Me Feel,Steps,53,2000,0.573,0.665,-5.081,105.006,8
Try Again,Aaliyah,53,2002,0.797,0.622,-5.642,93.02,6
What'chu Like (feat. Tyrese),Da Brat,53,2000,0.879,0.681,-8.951,99.974,10
Mi Gente,J Balvin,53,2017,0.548,0.701,-4.862,104.237,11
Robbery,Juice WRLD,53,2019,0.685,0.692,-5.122,159.966,2
Born To Die,Lana Del Rey,53,2012,0.18,0.636,-6.591,75.223,4
Silhouettes - Original Radio Edit,Avicii,53,2012,0.605,0.8,-6.235,128.074,5
The Fear,Lily Allen,53,2009,0.661,0.847,-6.948,134.002,10
We Come 1 - Radio Edit,Faithless,53,2015,0.645,0.903,-10.587,135.977,5
Your Love Alone Is Not Enough (feat. Nina Persson),Manic Street Preachers,53,2007,0.344,0.921,-3.049,126.766,2
Dirt Road Anthem,Jason Aldean,53,2010,0.678,0.739,-5.068,127.037,2
Bed Of Lies,Nicki Minaj,53,2014,0.716,0.67,-5.779,86.01,11
Trumpets,Jason Derulo,53,2013,0.627,0.703,-4.884,81.897,0
Lonely Together (feat. Rita Ora),Avicii,53,2017,0.655,0.666,-5.309,102.977,5
Say It,Flume,53,2016,0.581,0.531,-6.829,75.255,3
I Wanna Love You,Akon,53,2006,0.865,0.45,-9.387,99.989,0
Dirt Off Your Shoulder,JAY-Z,53,2003,0.779,0.655,-7.147,163.971,1
Anyone of Us (Stupid Mistake),Gareth Gates,53,2003,0.7,0.72,-6.061,106.986,1
Ass Like That,Eminem,52,2004,0.646,0.796,-6.152,83.093,2
Heroes (we could be),Alesso,52,2014,0.521,0.754,-4.144,125.876,5
Most Girls,P!nk,52,2000,0.742,0.732,-6.046,97.922,2
Let Me Go,3 Doors Down,52,2012,0.478,0.863,-4.914,92.004,1
Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,Nelly,52,2016,0.527,0.808,-4.749,87.025,1
Don't Matter,Akon,52,2006,0.801,0.454,-6.035,125.139,2
Nobody Wants to Be Lonely (with Christina Aguilera),Ricky Martin,52,2008,0.635,0.854,-5.02,100.851,10
Wifey,Next,52,2004,0.829,0.652,-8.693,99.581,7
"Pop, Lock & Drop It - Video Edit",Huey,52,2006,0.723,0.644,-6.863,144.09,11
This Ain't a Love Song,Scouting For Girls,52,2017,0.458,0.905,-4.157,176.667,0
Play,David Banner,52,2005,0.837,0.658,-8.013,95.027,1
Full Moon,Brandy,52,2002,0.611,0.654,-4.823,105.922,10
Flashing Lights,Kanye West,52,2007,0.639,0.628,-7.578,90.482,6
I Wish,Carl Thomas,52,2000,0.736,0.666,-4.929,89.824,1
In The Dark,DEV,52,2012,0.736,0.824,-4.231,124.954,8
No More,Ruff Endz,52,2000,0.839,0.641,-5.669,97.004,10
"1, 2 Step (feat. Missy Elliott) - Main",Ciara,52,2005,0.939,0.498,-10.94,113.053,5
A Woman's Worth,Alicia Keys,52,2001,0.652,0.41,-8.323,75.09,4
Starz In Their Eyes,Just Jack,52,2006,0.67,0.8,-6.731,123.802,3
1 Thing,Amerie,52,2008,0.636,0.946,-4.683,125.085,10
Shiver,Natalie Imbruglia,52,2005,0.489,0.798,-4.49,94.163,1
In Love With a Girl,Gavin DeGraw,51,2008,0.438,0.906,-4.8,161.905,3
21 Seconds,So Solid Crew,51,2001,0.607,0.637,-11.072,137.03,1
Papercuts (feat. Vera Blue),Illy,51,2016,0.369,0.618,-6.304,191.863,6
I Love It,Icona Pop,51,2012,0.71,0.901,-2.686,125.953,1
Live Like We're Dying,Kris Allen,51,2009,0.589,0.893,-2.948,92.011,0
El Perdón - Forgiveness,Nicky Jam,51,2017,0.736,0.719,-3.839,90.013,8
Mama,Jonas Blue,51,2017,0.739,0.792,-4.256,104.016,11
The Boy Does Nothing,Alesha Dixon,51,2008,0.632,0.972,-2.423,87.0,3
That's Not My Name,The Ting Tings,51,2008,0.755,0.901,-3.152,145.042,9
Break Up,Mario,51,2009,0.44,0.517,-7.355,73.881,0
I Follow Rivers - The Magician Remix,Lykke Li,51,2011,0.786,0.709,-5.737,122.019,9
Hear Me Now,Alok,51,2016,0.788,0.43,-7.757,121.996,11
Cha Cha Slide - Hardino Mix,DJ Casper,51,2004,0.853,0.911,-6.722,131.012,11
The Whole World (feat. Killer Mike),Outkast,51,2001,0.814,0.852,-6.176,184.682,2
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",DJ Khaled,51,2010,0.544,0.781,-3.616,150.1,10
Runaway Love,Ludacris,51,2006,0.405,0.721,-6.97,92.854,1
Tunnel Vision,Kodak Black,51,2017,0.497,0.489,-7.724,171.853,11
Lovers on the Sun (feat. Sam Martin),David Guetta,50,2014,0.645,0.891,-2.505,124.915,6
The Other Side,Jason Derulo,50,2013,0.561,0.836,-3.939,127.923,9
Big Green Tractor,Jason Aldean,50,2009,0.616,0.596,-5.035,137.077,4
Some Cut,Trillville,50,2004,0.9,0.515,-6.626,84.995,1
Rain On Me,Ashanti,50,2003,0.606,0.699,-3.103,83.701,8
Another Chance,Roger Sanchez,50,2000,0.61,0.82,-10.029,127.993,3
Jubel - Radio Edit,Klingande,50,2013,0.686,0.524,-7.251,124.938,0
How to Be a Heartbreaker,MARINA,50,2012,0.69,0.897,-4.696,140.05,11
Karma,Alicia Keys,50,2003,0.727,0.736,-6.203,85.098,10
Big Yellow Taxi,Counting Crows,50,2003,0.669,0.873,-4.315,88.029,8
Girlfriend,*NSYNC,50,2001,0.745,0.807,-5.191,93.967,0
Bossy,Kelis,50,2006,0.906,0.633,-5.316,84.021,4
Another Day in Paradise - R&B-Version,Brandy,50,2002,0.7,0.787,-5.176,102.043,6
Honey Bee,Blake Shelton,50,2011,0.481,0.849,-5.131,205.57,4
Everytime You Need Me - Radio Version,Fragma,50,2001,0.682,0.917,-5.459,137.029,11
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,49,2015,0.746,0.877,-3.782,107.985,9
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,49,2015,0.657,0.827,-4.036,145.889,5
Be Faithful,Fatman Scoop,49,2009,0.649,0.713,-6.488,101.129,7
Boom Clap,Charli XCX,49,2014,0.659,0.911,-2.28,91.999,4
Waking Up In Vegas,Katy Perry,49,2008,0.524,0.878,-3.108,130.989,5
Uh Huh,B2K,49,2002,0.855,0.681,-4.955,99.699,2
Hey Mama,Black Eyed Peas,49,2003,0.86,0.866,-6.345,100.15,4
Something Kinda Ooooh,Girls Aloud,49,2012,0.681,0.908,-3.918,131.925,11
Wonderful World,James Morrison,49,2006,0.474,0.71,-4.606,78.969,1
Faded,ZHU,49,2014,0.861,0.475,-7.195,124.96,9
Leave (Get Out) - Radio Edit,JoJo,49,2005,0.656,0.513,-8.691,86.891,5
Love Generation - Radio Edit,Bob Sinclar,49,2005,0.715,0.812,-5.758,128.04,1
Hemorrhage (In My Hands),Fuel,49,2000,0.313,0.831,-3.894,152.034,1
Don't Wanna Try,Frankie J,49,2003,0.655,0.433,-7.577,130.127,5
4 My People (feat. Eve),Missy Elliott,49,2001,0.969,0.701,-7.503,121.392,1
Dance with Me,Debelah Morgan,49,2000,0.85,0.674,-7.981,115.005,7
Loca People - Radio Edit,Sak Noel,49,2011,0.926,0.808,-3.148,127.998,11
Days Go By,Dirty Vegas,48,2002,0.786,0.853,-8.274,126.99,9
Call on Me - Ryan Riback Remix,Starley,48,2016,0.67,0.838,-4.031,105.0,0
Angel,Amanda Perez,48,2003,0.638,0.54,-6.849,143.772,0
Stranger in My House,Tamia,48,2000,0.676,0.601,-4.905,119.94,0
My Love Is Like...Wo - Main Mix,Mýa,48,2003,0.831,0.695,-6.491,132.817,4
Too Little Too Late,JoJo,48,2006,0.535,0.823,-5.338,83.001,6
Intoxicated - New Radio Mix,Martin Solveig,48,2015,0.8,0.677,-4.023,125.004,0
High (feat. Nicole Millar),Peking Duk,48,2014,0.525,0.803,-4.052,100.094,0
The Jump Off (feat. Mr. Cheeks) - Remix,Lil' Kim,48,2003,0.853,0.752,-8.831,104.946,1
Buzzin Remix,Mann,48,2011,0.687,0.939,-4.372,104.029,10
Eternity,Robbie Williams,48,2001,0.469,0.316,-8.106,77.967,10
Champion (feat. Chris Brown),Chip,48,2011,0.415,0.934,-2.914,190.151,6
How We Do (Party),Rita Ora,48,2012,0.738,0.922,-3.94,116.024,7
Walk It Out,Unk,48,2013,0.794,0.777,-3.696,160.022,1
Wings,Birdy,48,2013,0.474,0.707,-4.534,83.235,7
Splash Waterfalls,Ludacris,48,2003,0.734,0.846,-6.102,145.894,11
Sweet Dreams,Beyoncé,48,2008,0.694,0.825,-5.986,121.949,1
U Make Me Wanna - Radio Edit,Blue,48,2003,0.6,0.736,-6.228,158.108,7
One Last Breath - Radio Version,Creed,47,2015,0.38,0.725,-6.094,130.581,2
Nessaja,Scooter,47,2013,0.486,0.904,-6.642,143.048,2
Magic Stick,Lil' Kim,47,2019,0.849,0.498,-7.872,92.98,2
Riverside,Sidney Samson,47,2009,0.804,0.976,-2.458,125.997,1
Homecoming,Kanye West,47,2007,0.667,0.747,-7.059,86.917,1
Wow,Kylie Minogue,47,2007,0.654,0.884,-5.466,124.072,9
I Believe in You,Kylie Minogue,47,2004,0.548,0.785,-5.087,120.939,7
Get Low,Lil Jon & The East Side Boyz,47,2002,0.78,0.604,-8.019,101.043,1
Don't Give Up,Chicane,47,2016,0.644,0.72,-9.635,132.017,10
Let's Dance - Radio Edit,Five,47,2001,0.631,0.821,-7.853,118.007,4
NUMB,Hayden James,47,2019,0.617,0.558,-7.046,147.932,10
Miss Independent,Kelly Clarkson,47,2003,0.656,0.615,-6.359,175.943,11
Doesn't Really Matter,Janet Jackson,47,2001,0.771,0.796,-3.081,99.316,5
Bang My Head (feat. Sia & Fetty Wap),David Guetta,47,2015,0.599,0.869,-3.697,108.061,0
Can't Tell Me Nothing,Kanye West,47,2007,0.596,0.62,-6.133,80.029,5
Down 4 U,Charli Baltimore,47,2002,0.64,0.59,-7.442,83.133,7
When We Collide,Matt Cardle,46,2011,0.443,0.683,-5.521,81.986,2
Barbra Streisand - Radio Edit,Duck Sauce,46,2010,0.769,0.922,-1.966,127.965,1
If There's Any Justice,Lemar,46,2004,0.706,0.665,-5.348,89.993,6
All I Want - Sunship Radio Edit,Mis-Teeq,46,2004,0.795,0.919,-3.07,134.079,9
No Tomorrow,Orson,46,2006,0.656,0.624,-4.623,124.082,3
Sober,P!nk,46,2010,0.614,0.792,-4.907,91.066,6
R.I.P. (feat. Tinie Tempah),Rita Ora,46,2012,0.603,0.831,-3.443,72.022,11
Sweet Lovin' - Radio Edit,Sigala,46,2015,0.683,0.91,-1.231,124.977,10
Thunder in My Heart Again (Radio Edit),Meck,46,2005,0.679,0.922,-4.67,129.016,2
Ghost Town,Adam Lambert,46,2015,0.703,0.736,-5.709,119.955,4
The Logical Song,Scooter,46,2013,0.527,0.933,-6.277,144.043,6
Heartbreaker,will.i.am,46,2007,0.788,0.549,-8.793,120.051,9
Stop Me (feat. Daniel Merriweather),Mark Ronson,46,2007,0.626,0.906,-4.334,118.035,0
Dip It Low,Christina Milian,45,2004,0.752,0.722,-4.207,169.131,11
Check On It (feat. Slim Thug),Beyoncé,45,2006,0.7,0.887,-3.887,166.104,7
Good Life,Kanye West,45,2007,0.439,0.808,-6.881,82.962,1
It's Not Over,Daughtry,45,2016,0.45,0.921,-3.476,145.959,10
Gone,*NSYNC,45,2001,0.699,0.403,-8.564,113.922,11
Nu Flow,Big Brovaz,45,2001,0.783,0.726,-8.718,148.062,7
Bad (feat. Vassy) - Radio Edit,David Guetta,45,2014,0.614,0.972,-3.927,127.966,5
Never Forget You,MNEK,45,2015,0.583,0.732,-5.728,145.992,11
Do You Know? (The Ping Pong Song),Enrique Iglesias,45,2007,0.753,0.759,-4.829,114.999,8
Freak Like Me,Sugababes,45,2002,0.517,0.919,-3.451,91.868,5
White Flag,Dido,44,2003,0.512,0.525,-6.823,169.951,5
What About Us?,Brandy,43,2002,0.686,0.698,-2.942,93.118,5
Comfortably Numb,Scissor Sisters,43,2004,0.803,0.924,-6.466,116.972,7
Irresistible,Jessica Simpson,43,2001,0.657,0.965,-2.771,93.013,8
Let Me Think About It,Ida Corr,43,2012,0.762,0.754,-3.425,129.026,0
Just A Little,Liberty X,43,2019,0.786,0.614,-6.554,103.887,5
Gotta Tell You,Samantha Mumba,43,2018,0.729,0.632,-8.75,109.981,0
More Than A Woman,Aaliyah,42,2002,0.646,0.638,-5.803,86.994,11
Sunshine (feat. Lea),Lil' Flip,42,2004,0.814,0.387,-9.867,93.961,0
Changed the Way You Kiss Me - Radio Edit,Example,42,2011,0.578,0.857,-3.78,126.979,4
Eyes On You - Radio Mix,Jay Sean,42,2004,0.802,0.672,-4.971,96.525,7
Where'd You Go (feat. Holly Brook & Jonah Matranga),Fort Minor,42,2005,0.684,0.819,-3.309,179.999,1
FEFE,6ix9ine,42,2018,0.931,0.387,-9.127,125.978,1
Hot - Play & Win Radio Version,INNA,42,2010,0.817,0.939,-6.079,128.0,7
Loverboy,Mariah Carey,42,2001,0.721,0.79,-4.125,103.141,1
Control Myself,LL Cool J,42,2006,0.825,0.876,-6.556,120.066,10
Almost Here,Brian McFadden,42,2004,0.561,0.452,-7.324,77.984,9
Get It Poppin' (feat. Nelly) - Radio Version,Fat Joe,41,2005,0.905,0.55,-7.558,100.813,1
Turnin Me On - Original Dirty,Keri Hilson,41,2008,0.661,0.584,-5.09,159.873,1
Wasting My Time,Default,40,2001,0.443,0.769,-5.529,147.973,2
Crossroads - Radio Edit,Blazin' Squad,40,2012,0.661,0.746,-5.153,144.188,4
If I Could Go! (feat. Lil' Mo & Sacario),Angie Martinez,40,2019,0.583,0.643,-7.486,195.685,9
My My My - Radio Edit,Armand Van Helden,40,2006,0.678,0.768,-8.502,127.51,7
All The Things She Said,t.A.T.u.,39,2020,0.527,0.834,-5.767,179.92,5
Everybody in Love,JLS,39,2013,0.705,0.783,-5.971,140.022,5
Read All About It,Professor Green,39,2011,0.656,0.752,-5.522,100.963,11
Drop It Like It's Hot,Snoop Dogg,39,2004,0.892,0.628,-3.832,92.063,1
